sample_id,assigned_cluster,best_correlation,second_best_correlation,confidence_gap,high_confidence
MB-0404,SNF_C1,0.19220433870623682,0.01911087639967571,0.1730934623065611,TRUE
MB-0243,SNF_C2,0.2160194765965104,0.1155890528025284,0.10043042379398201,TRUE
MB-0580,SNF_C3,0.08693899959459503,0.061911974637708096,0.025027024956886933,TRUE
MB-0312,SNF_C1,0.2854587925083982,-0.05292589492498182,0.33838468743338,TRUE
MB-0060,SNF_C3,0.2222167008593536,-0.008172553371241783,0.2303892542305954,TRUE
MB-0635,SNF_C2,0.24346148797573555,0.15019371728282746,0.09326777069290809,TRUE
MB-0649,SNF_C2,0.3234857693359577,-0.09851195013521644,0.42199771947117415,TRUE
MB-0643,SNF_C3,0.3674495251047644,-0.2103979832068501,0.5778475083116146,TRUE
MB-0581,SNF_C3,0.22993272116221014,-0.13498529115829885,0.364918012320509,TRUE
MB-0383,SNF_C1,0.026796156562307553,0.01820498082945714,0.008591175732850412,FALSE
MB-0142,SNF_C1,0.24591550622786504,-0.015473805268159559,0.2613893114960246,TRUE
MB-0320,SNF_C2,0.46488775306370683,-0.07507907914717682,0.5399668322108837,TRUE
MB-0207,SNF_C2,0.24663936371131623,0.08141764030070926,0.16522172341060698,TRUE
MB-0167,SNF_C1,0.22326807238598959,-5.784403529585253e-4,0.22384651273894812,TRUE
MB-0591,SNF_C1,0.18569074386361306,0.016653781281526198,0.16903696258208686,TRUE
MB-0613,SNF_C3,0.23005638554750693,-0.024686252606245178,0.2547426381537521,TRUE
MB-0313,SNF_C1,0.14425797443123767,0.029586428790989598,0.11467154564024806,TRUE
MB-0599,SNF_C2,0.20341110132893964,2.5658335591653903e-4,0.20315451797302309,TRUE
MB-0286,SNF_C2,0.49865261923111176,-0.05286290327512483,0.5515155225062366,TRUE
MB-0575,SNF_C2,0.2508501753789419,-0.03607476325791182,0.2869249386368537,TRUE
MB-0549,SNF_C1,0.21401525985306186,-0.07934062567963382,0.29335588553269565,TRUE
MB-0214,SNF_C3,0.3381687980339583,-0.20566070431985564,0.5438295023538139,TRUE
MB-0589,SNF_C1,0.23526953537290834,-0.059824979710531356,0.2950945150834397,TRUE
MB-0406,SNF_C1,0.18176477264320254,-0.03718709118341256,0.2189518638266151,TRUE
MB-0452,SNF_C1,0.03970687403393031,0.03339080318361397,0.006316070850316345,FALSE
MB-0524,SNF_C2,0.22981139717230106,7.512318114056558e-5,0.2297362739911605,TRUE
MB-0880,SNF_C1,0.2950629892898806,0.019513824466861077,0.27554916482301955,TRUE
MB-0573,SNF_C2,0.22110614789956973,-0.0033087239276153226,0.22441487182718506,TRUE
MB-0664,SNF_C3,0.5504145532980989,-0.3222660866432061,0.872680639941305,TRUE
MB-0446,SNF_C3,0.4124216111294413,-0.09614179355359259,0.5085634046830338,TRUE
MB-0008,SNF_C1,0.16754685276077988,-0.06023648839324765,0.22778334115402754,TRUE
